id	date	title	url
298396	2024-12-06	«До кінця року встигнемо», — в ОВА повідомили, що майже виконали план по розмінуванню Миколаївщини у 2024 році	https://nikvesti.com/news/298396-do-kintsya-roku-vstignemo-v-ova-povidomili-shcho-mayzhe-vykonaly-plan-po-rozminuvannyu-mykolaivshchyny-u-2024-rotsi
298479	2024-12-08	«Багато залежить від сил і засобів», — сапери обстежили вже більше третини потенційно замінованих земель Миколаївщини	https://nikvesti.com/news/298479-saperi-obstezhili-bilshe-tretini-zaminovanikh-zemel-mykolaivshchini
298688	2024-12-12	За останній тиждень сапери розмінували понад 700 гектарів правобережної Херсонщини	https://nikvesti.com/news/298688-saperi-rozminuvali-740-gektariv-hersonshchini
298824	2024-12-16	Піротехніки знищили у Миколаївській області понад 27 тисяч боєприпасів	https://nikvesti.com/news/298824-pirotekhniki-znyshchyly-ponad-27-tisyach-boieprypasiv-v-mykolayivskiy-oblasti
299012	2024-12-19	На правобережній Херсонщині розмінували 62% територій	https://nikvesti.com/news/299012-na-pravoberezhnyi-khersonshchyni-rozminuvali-62-teritorii-ova
299057	2024-12-20	У Миколаєві для дітей провели захід із протимінної безпеки	https://nikvesti.com/news/299057-u-mikolaievi-dlya-ditei-provely-zahid-iz-protiminnoi-bezpeki
299485	2024-12-31	Кім розказав про підтримку миколаївського баскетболу та плани виходу у Суперлігу	https://nikvesti.com/news/299485-kim-rozkazav-pro-pidtrymku-mykolaivskogo-basketbolu-ta-plany-vykhodu-u-superlihu-2024
299498	2024-12-31	За рік сапери розмінували понад 250 тис. га на правобережжі Херсонщини	https://nikvesti.com/news/299498-saperi-rozminuvaly-257-tysiach-gektariv-na-pravoberezhzhi-khersonshchyny-u-2024-rotsi
299705	2025-01-08	Піротехніки знищили мінометну міну знайдену поблизу села на Миколаївщині	https://nikvesti.com/news/299705-pyrotekhniki-znyshchyly-na-mykolaivshchyni-minu-znaydenu-poblyzu-sela
299728	2025-01-08	В Україні у 2024 році при розмінуванні вилучили 133 тисячі мін та снарядів	https://nikvesti.com/news/299728-ukraine-land-de-mined-2024
299801	2025-01-09	На правобережній Херсонщині розмінували 62,5% територій, — ОВА	https://nikvesti.com/news/299801-na-pravoberezhniy-khersonshchini-rozminuvali-625-teritoriy-ova
300102	2025-01-16	На правобережній Херсонщині розмінували 63% територій	https://nikvesti.com/news/300102-na-pravoberezhnii-khersonshchini-rozminuvali-63-teritorii-ova
300302	2025-01-21	На правобережжі Херсонщини розміновано понад 400 тис. га територій	https://nikvesti.com/news/300302-na-pravoberezhzhi-khersonshchini-rozminovano-ponad-400-tis-ha-teritoriy
300411	2025-01-24	У Миколаєві школярам розповіли про мінну безпеку	https://nikvesti.com/news/300411-u-mikolaievi-shkoliariv-navchali-pravil-minnoi-bezpeki
300656	2025-01-29	Зустріч з аграріями та підписання меморандуму з ФАО: Миколаївщину відвідав очільник Мінагро	https://nikvesti.com/news/300656-mykolaivshchinu-2024-visit-minagro
300781	2025-02-01	На Полтавщині зафіксовано землетрус магнітудою 3,8	https://nikvesti.com/news/300781-vecheri-1-lyutogo-v-poltavskiy-oblasti-stavsya-zemletrus-magnitudoyu
301423	2025-02-16	На Полтавщині стався землетрус	https://nikvesti.com/news/301423-na-poltavshchyni-zemletrus
301641	2025-02-20	На правобережній Херсонщині розмінували вже понад 64% території	https://nikvesti.com/news/301641-na-pravoberezhnii-khersonshchini-rozminuvali-vzhe-ponad-64-teritorii
302008	2025-02-28	На правобережній Херсонщині за тиждень сапери вилучили 558 вибухових предметів	https://nikvesti.com/news/302008-na-pravoberezhnyi-khersonshchyni-saperi-vy-luchyly-558-vybukhovykh-predmetiv
